Date,Commodity,Market Region,Price per Unit (LKR/kg)
11/9/2023,Brinjal,Colombo,76.97
11/9/2023,Long Purple Eggplant,Colombo,247.35
11/9/2023,Asiatic Pennywort,Colombo,446.74
11/9/2023,Red Spinach,Colombo,184.77
11/9/2023,Pennywort,Colombo,396.51
11/9/2023,Leeks,Colombo,156.5
11/9/2023,Carrot,Colombo,417.91
11/9/2023,Beetroot,Colombo,181.85
11/9/2023,Cabbage,Colombo,295.95
11/9/2023,Knol-Khol,Colombo,416.53
11/9/2023,Pumpkin,Colombo,299.77
11/9/2023,Onion,Colombo,110.33
11/9/2023,Potato,Colombo,429.88
11/9/2023,Drumsticks,Colombo,135.2
11/9/2023,Jackfruit,Colombo,266.28
11/9/2023,Breadfruit,Colombo,171.83
11/9/2023,Taro,Colombo,283.71
11/9/2023,Manioc,Colombo,101.05
11/16/2023,Winged Bean,Colombo,196.71
11/16/2023,Bitter Melon,Colombo,214.6
11/16/2023,Brinjal,Colombo,228.91
11/16/2023,Long Purple Eggplant,Colombo,56.42
11/16/2023,Asiatic Pennywort,Colombo,367.32
11/16/2023,Red Spinach,Colombo,357.86
11/16/2023,Pennywort,Colombo,130.88
11/16/2023,Leeks,Colombo,467.12
11/16/2023,Carrot,Colombo,254.16
11/16/2023,Beetroot,Colombo,153.7
11/16/2023,Cabbage,Colombo,118.67
11/16/2023,Knol-Khol,Colombo,230.61
11/16/2023,Pumpkin,Colombo,150.38
11/16/2023,Onion,Colombo,180.53
11/16/2023,Potato,Colombo,493.12
11/16/2023,Drumsticks,Colombo,324.35
11/16/2023,Jackfruit,Colombo,362.31
11/16/2023,Breadfruit,Colombo,335.99
11/16/2023,Taro,Colombo,288.26
11/16/2023,Manioc,Colombo,381.66
11/23/2023,Winged Bean,Colombo,223.71
11/23/2023,Bitter Melon,Colombo,183.03
11/23/2023,Brinjal,Colombo,349.45
11/23/2023,Long Purple Eggplant,Colombo,405.67
11/23/2023,Asiatic Pennywort,Colombo,464.76
11/23/2023,Red Spinach,Colombo,105.97
11/23/2023,Pennywort,Colombo,228.55
11/23/2023,Leeks,Colombo,174.58
11/23/2023,Carrot,Colombo,333.35
11/23/2023,Beetroot,Colombo,461.64
11/23/2023,Cabbage,Colombo,94.26
11/23/2023,Knol-Khol,Colombo,292.9
11/23/2023,Pumpkin,Colombo,50.03
11/23/2023,Onion,Colombo,57.44
11/23/2023,Potato,Colombo,117.64
11/23/2023,Drumsticks,Colombo,174.68
11/23/2023,Jackfruit,Colombo,50.95
11/23/2023,Breadfruit,Colombo,361.77
11/23/2023,Taro,Colombo,340.56
11/23/2023,Manioc,Colombo,313.65
11/30/2023,Winged Bean,Colombo,324.77
11/30/2023,Bitter Melon,Colombo,244.65
11/30/2023,Brinjal,Colombo,233.17
11/30/2023,Long Purple Eggplant,Colombo,104.78
11/30/2023,Asiatic Pennywort,Colombo,448.39
11/30/2023,Red Spinach,Colombo,97.73
11/30/2023,Pennywort,Colombo,139.04
11/30/2023,Leeks,Colombo,142.37
11/30/2023,Carrot,Colombo,273.85
11/30/2023,Beetroot,Colombo,408.17
11/30/2023,Cabbage,Colombo,358.01
11/30/2023,Knol-Khol,Colombo,293.61
11/30/2023,Pumpkin,Colombo,499.28
11/30/2023,Onion,Colombo,346
11/30/2023,Potato,Colombo,289.66
11/30/2023,Drumsticks,Colombo,201.12
11/30/2023,Jackfruit,Colombo,420.86
11/30/2023,Breadfruit,Colombo,222.36
11/30/2023,Taro,Colombo,201.59
11/30/2023,Manioc,Colombo,483.11
12/7/2023,Winged Bean,Colombo,71.8
12/7/2023,Bitter Melon,Colombo,153.51
12/7/2023,Brinjal,Colombo,323.32
12/7/2023,Long Purple Eggplant,Colombo,434.73
12/7/2023,Asiatic Pennywort,Colombo,79.59
12/7/2023,Red Spinach,Colombo,273.36
12/7/2023,Pennywort,Colombo,249.42
12/7/2023,Leeks,Colombo,499.85
12/7/2023,Carrot,Colombo,264.59
12/7/2023,Beetroot,Colombo,472.67
12/7/2023,Cabbage,Colombo,155.62
12/7/2023,Knol-Khol,Colombo,434.64
12/7/2023,Pumpkin,Colombo,195.55
12/7/2023,Onion,Colombo,366.57
12/7/2023,Potato,Colombo,97.5
12/7/2023,Drumsticks,Colombo,306.75
12/7/2023,Jackfruit,Colombo,418.23
12/7/2023,Breadfruit,Colombo,399.26
12/7/2023,Taro,Colombo,167.42
12/7/2023,Manioc,Colombo,394.26
12/14/2023,Winged Bean,Colombo,311.79
12/14/2023,Bitter Melon,Colombo,452.92
12/14/2023,Brinjal,Colombo,258.23
12/14/2023,Long Purple Eggplant,Colombo,178.82
12/14/2023,Asiatic Pennywort,Colombo,280.15
12/14/2023,Red Spinach,Colombo,372.86
12/14/2023,Pennywort,Colombo,374.21
12/14/2023,Leeks,Colombo,188.01
12/14/2023,Carrot,Colombo,90.23
12/14/2023,Beetroot,Colombo,403.42
12/14/2023,Cabbage,Colombo,145.67
12/14/2023,Knol-Khol,Colombo,349.6
12/14/2023,Pumpkin,Colombo,311.38
12/14/2023,Onion,Colombo,190.54
12/14/2023,Potato,Colombo,293.91
12/14/2023,Drumsticks,Colombo,143.07
12/14/2023,Jackfruit,Colombo,359.59
12/14/2023,Breadfruit,Colombo,388.77
12/14/2023,Taro,Colombo,161.38
12/14/2023,Manioc,Colombo,499.72
12/21/2023,Winged Bean,Colombo,474.42
12/21/2023,Bitter Melon,Colombo,71.36
12/21/2023,Brinjal,Colombo,359.12
12/21/2023,Long Purple Eggplant,Colombo,291.44
12/21/2023,Asiatic Pennywort,Colombo,441.04
12/21/2023,Red Spinach,Colombo,204.66
12/21/2023,Pennywort,Colombo,125.74
12/21/2023,Leeks,Colombo,438.1
12/21/2023,Carrot,Colombo,198.99
12/21/2023,Beetroot,Colombo,338.59
12/21/2023,Cabbage,Colombo,305.39
12/21/2023,Knol-Khol,Colombo,55.25
12/21/2023,Pumpkin,Colombo,379.61
12/21/2023,Onion,Colombo,368.89
12/21/2023,Potato,Colombo,376.25
12/21/2023,Drumsticks,Colombo,492.93
12/21/2023,Jackfruit,Colombo,110.54
12/21/2023,Breadfruit,Colombo,372.51
12/21/2023,Taro,Colombo,399.93
12/21/2023,Manioc,Colombo,250.03
12/28/2023,Winged Bean,Colombo,452.24
12/28/2023,Bitter Melon,Colombo,390.09
12/28/2023,Brinjal,Colombo,233.44
12/28/2023,Long Purple Eggplant,Colombo,402.49
12/28/2023,Asiatic Pennywort,Colombo,278.2
12/28/2023,Red Spinach,Colombo,281.84
12/28/2023,Pennywort,Colombo,181.95
12/28/2023,Leeks,Colombo,77.65
12/28/2023,Carrot,Colombo,307.08
12/28/2023,Beetroot,Colombo,349
12/28/2023,Cabbage,Colombo,408.86
12/28/2023,Knol-Khol,Colombo,458.13
12/28/2023,Pumpkin,Colombo,358.9
12/28/2023,Onion,Colombo,371.3
12/28/2023,Potato,Colombo,135.92
12/28/2023,Drumsticks,Colombo,234.54
12/28/2023,Jackfruit,Colombo,342.06
12/28/2023,Breadfruit,Colombo,241.63
12/28/2023,Taro,Colombo,497.01
12/28/2023,Manioc,Colombo,121.48
1/4/2024,Winged Bean,Colombo,299.48
1/4/2024,Bitter Melon,Colombo,187.99
1/4/2024,Brinjal,Colombo,345
1/4/2024,Long Purple Eggplant,Colombo,72.91
1/4/2024,Asiatic Pennywort,Colombo,90.49
1/4/2024,Red Spinach,Colombo,65.16
1/4/2024,Pennywort,Colombo,373.55
1/4/2024,Leeks,Colombo,70.19
1/4/2024,Carrot,Colombo,121.38
1/4/2024,Beetroot,Colombo,79.88
1/4/2024,Cabbage,Colombo,200.75
1/4/2024,Knol-Khol,Colombo,404.38
1/4/2024,Pumpkin,Colombo,444.29
1/4/2024,Onion,Colombo,256.98
1/4/2024,Potato,Colombo,172.58
1/4/2024,Drumsticks,Colombo,249.83
1/4/2024,Jackfruit,Colombo,400.27
1/4/2024,Breadfruit,Colombo,364.08
1/4/2024,Taro,Colombo,285.74
1/4/2024,Manioc,Colombo,464.3
1/11/2024,Winged Bean,Colombo,125.91
1/11/2024,Bitter Melon,Colombo,248.48
1/11/2024,Brinjal,Colombo,351.25
1/11/2024,Long Purple Eggplant,Colombo,67.72
1/11/2024,Asiatic Pennywort,Colombo,370.26
1/11/2024,Red Spinach,Colombo,206.27
1/11/2024,Pennywort,Colombo,209.47
1/11/2024,Leeks,Colombo,87.49
1/11/2024,Carrot,Colombo,70.03
1/11/2024,Beetroot,Colombo,141.91
1/11/2024,Cabbage,Colombo,482.95
1/11/2024,Knol-Khol,Colombo,354.79
1/11/2024,Pumpkin,Colombo,96.48
1/11/2024,Onion,Colombo,308.34
1/11/2024,Potato,Colombo,221.43
1/11/2024,Drumsticks,Colombo,58.51
1/11/2024,Jackfruit,Colombo,140.02
1/11/2024,Breadfruit,Colombo,443.75
1/11/2024,Taro,Colombo,449.24
1/11/2024,Manioc,Colombo,265.91
1/18/2024,Winged Bean,Colombo,382.75
1/18/2024,Bitter Melon,Colombo,224.29
1/18/2024,Brinjal,Colombo,450.69
1/18/2024,Long Purple Eggplant,Colombo,430.35
1/18/2024,Asiatic Pennywort,Colombo,475.28
1/18/2024,Red Spinach,Colombo,143.96
1/18/2024,Pennywort,Colombo,201.24
1/18/2024,Leeks,Colombo,221.35
1/18/2024,Carrot,Colombo,179.76
1/18/2024,Beetroot,Colombo,437.67
1/18/2024,Cabbage,Colombo,72.34
1/18/2024,Knol-Khol,Colombo,328.76
1/18/2024,Pumpkin,Colombo,322
1/18/2024,Onion,Colombo,207.38
1/18/2024,Potato,Colombo,234.65
1/18/2024,Drumsticks,Colombo,96.23
1/18/2024,Jackfruit,Colombo,247.05
1/18/2024,Breadfruit,Colombo,333.07
1/18/2024,Taro,Colombo,365.88
1/18/2024,Manioc,Colombo,407.01
1/25/2024,Winged Bean,Colombo,111.9
1/25/2024,Bitter Melon,Colombo,454.51
1/25/2024,Brinjal,Colombo,152.16
1/25/2024,Long Purple Eggplant,Colombo,276.49
1/25/2024,Asiatic Pennywort,Colombo,249.65
1/25/2024,Red Spinach,Colombo,377.26
1/25/2024,Pennywort,Colombo,457.4
1/25/2024,Leeks,Colombo,270.88
1/25/2024,Carrot,Colombo,215.71
1/25/2024,Beetroot,Colombo,472.25
1/25/2024,Cabbage,Colombo,430.76
1/25/2024,Knol-Khol,Colombo,186.91
1/25/2024,Pumpkin,Colombo,193.48
1/25/2024,Onion,Colombo,78.51
1/25/2024,Potato,Colombo,185.72
1/25/2024,Drumsticks,Colombo,352.13
1/25/2024,Jackfruit,Colombo,470.53
1/25/2024,Breadfruit,Colombo,276.09
1/25/2024,Taro,Colombo,129.11
1/25/2024,Manioc,Colombo,345.81
2/1/2024,Winged Bean,Colombo,93.88
2/1/2024,Bitter Melon,Colombo,448.42
2/1/2024,Brinjal,Colombo,259.04
2/1/2024,Long Purple Eggplant,Colombo,104.56
2/1/2024,Asiatic Pennywort,Colombo,185.62
2/1/2024,Red Spinach,Colombo,266.4
2/1/2024,Pennywort,Colombo,481.61
2/1/2024,Leeks,Colombo,174.13
2/1/2024,Carrot,Colombo,179.97
2/1/2024,Beetroot,Colombo,78.12
2/1/2024,Cabbage,Colombo,456.57
2/1/2024,Knol-Khol,Colombo,269.83
2/1/2024,Pumpkin,Colombo,422.63
2/1/2024,Onion,Colombo,354.69
2/1/2024,Potato,Colombo,204.18
2/1/2024,Drumsticks,Colombo,263.77
2/1/2024,Jackfruit,Colombo,445.22
2/1/2024,Breadfruit,Colombo,58.76
2/1/2024,Taro,Colombo,354.81
2/1/2024,Manioc,Colombo,444.45
2/8/2024,Winged Bean,Colombo,98.61
2/8/2024,Bitter Melon,Colombo,458.4
2/8/2024,Brinjal,Colombo,325.96
2/8/2024,Long Purple Eggplant,Colombo,134.28
2/8/2024,Asiatic Pennywort,Colombo,355.9
2/8/2024,Red Spinach,Colombo,252.49
2/8/2024,Pennywort,Colombo,498.95
2/8/2024,Leeks,Colombo,105.84
2/8/2024,Carrot,Colombo,245.8
2/8/2024,Beetroot,Colombo,428.86
2/8/2024,Cabbage,Colombo,274.15
2/8/2024,Knol-Khol,Colombo,215.19
2/8/2024,Pumpkin,Colombo,147.01
2/8/2024,Onion,Colombo,225.95
2/8/2024,Potato,Colombo,201.35
2/8/2024,Drumsticks,Colombo,317.06
2/8/2024,Jackfruit,Colombo,117.02
2/8/2024,Breadfruit,Colombo,422.27
2/8/2024,Taro,Colombo,350.22
2/8/2024,Manioc,Colombo,146.8
2/15/2024,Winged Bean,Colombo,113.66
2/15/2024,Bitter Melon,Colombo,69.09
2/15/2024,Brinjal,Colombo,71.65
2/15/2024,Long Purple Eggplant,Colombo,256.81
2/15/2024,Asiatic Pennywort,Colombo,307.43
2/15/2024,Red Spinach,Colombo,136.43
2/15/2024,Pennywort,Colombo,79.01
2/15/2024,Leeks,Colombo,196.06
2/15/2024,Carrot,Colombo,396.51
2/15/2024,Beetroot,Colombo,281.71
2/15/2024,Cabbage,Colombo,443.31
2/15/2024,Knol-Khol,Colombo,236.92
2/15/2024,Pumpkin,Colombo,262.82
2/15/2024,Onion,Colombo,259.87
2/15/2024,Potato,Colombo,319.09
2/15/2024,Drumsticks,Colombo,267.7
2/15/2024,Jackfruit,Colombo,376.36
2/15/2024,Breadfruit,Colombo,62.74
2/15/2024,Taro,Colombo,74.54
2/15/2024,Manioc,Colombo,417.94
2/22/2024,Winged Bean,Colombo,320.12
2/22/2024,Bitter Melon,Colombo,318.5
2/22/2024,Brinjal,Colombo,250.84
2/22/2024,Long Purple Eggplant,Colombo,320.57
2/22/2024,Asiatic Pennywort,Colombo,470.6
2/22/2024,Red Spinach,Colombo,133.12
2/22/2024,Pennywort,Colombo,174.78
2/22/2024,Leeks,Colombo,313.83
2/22/2024,Carrot,Colombo,129.48
2/22/2024,Beetroot,Colombo,395.23
2/22/2024,Cabbage,Colombo,185.22
2/22/2024,Knol-Khol,Colombo,462.98
2/22/2024,Pumpkin,Colombo,220.99
2/22/2024,Onion,Colombo,312.41
2/22/2024,Potato,Colombo,384.68
2/22/2024,Drumsticks,Colombo,274.63
2/22/2024,Jackfruit,Colombo,183.37
2/22/2024,Breadfruit,Colombo,449.99
2/22/2024,Taro,Colombo,336.83
2/22/2024,Manioc,Colombo,128.69
2/29/2024,Winged Bean,Colombo,496.97
2/29/2024,Bitter Melon,Colombo,109.98
2/29/2024,Brinjal,Colombo,200.57
2/29/2024,Long Purple Eggplant,Colombo,98.09
2/29/2024,Asiatic Pennywort,Colombo,365.72
2/29/2024,Red Spinach,Colombo,150.61
2/29/2024,Pennywort,Colombo,181.95
2/29/2024,Leeks,Colombo,252.87
2/29/2024,Carrot,Colombo,92.69
2/29/2024,Beetroot,Colombo,91.56
2/29/2024,Cabbage,Colombo,149.98
2/29/2024,Knol-Khol,Colombo,418.29
2/29/2024,Pumpkin,Colombo,225.41
2/29/2024,Onion,Colombo,324.55
2/29/2024,Potato,Colombo,175.24
2/29/2024,Drumsticks,Colombo,157.93
2/29/2024,Jackfruit,Colombo,301.45
2/29/2024,Breadfruit,Colombo,172.92
2/29/2024,Taro,Colombo,335.96
2/29/2024,Manioc,Colombo,69.8
3/7/2024,Winged Bean,Colombo,153.5
3/7/2024,Bitter Melon,Colombo,426.65
3/7/2024,Brinjal,Colombo,371.61
3/7/2024,Long Purple Eggplant,Colombo,358.68
3/7/2024,Asiatic Pennywort,Colombo,52.78
3/7/2024,Red Spinach,Colombo,291.3
3/7/2024,Pennywort,Colombo,465.24
3/7/2024,Leeks,Colombo,268
3/7/2024,Carrot,Colombo,67.34
3/7/2024,Beetroot,Colombo,444.21
3/7/2024,Cabbage,Colombo,397.11
3/7/2024,Knol-Khol,Colombo,494.26
3/7/2024,Pumpkin,Colombo,446.31
3/7/2024,Onion,Colombo,206.02
3/7/2024,Potato,Colombo,466.37
3/7/2024,Drumsticks,Colombo,455.76
3/7/2024,Jackfruit,Colombo,373.53
3/7/2024,Breadfruit,Colombo,421.07
3/7/2024,Taro,Colombo,382.48
3/7/2024,Manioc,Colombo,92.75
3/14/2024,Winged Bean,Colombo,309.04
3/14/2024,Bitter Melon,Colombo,344.58
3/14/2024,Brinjal,Colombo,161.15
3/14/2024,Long Purple Eggplant,Colombo,179.76
3/14/2024,Asiatic Pennywort,Colombo,409.92
3/14/2024,Red Spinach,Colombo,105.9
3/14/2024,Pennywort,Colombo,170.09
3/14/2024,Leeks,Colombo,212.85
3/14/2024,Carrot,Colombo,365.45
3/14/2024,Beetroot,Colombo,108.18
3/14/2024,Cabbage,Colombo,496.29
3/14/2024,Knol-Khol,Colombo,301.23
3/14/2024,Pumpkin,Colombo,336.88
3/14/2024,Onion,Colombo,141.81
3/14/2024,Potato,Colombo,307.76
3/14/2024,Drumsticks,Colombo,141
3/14/2024,Jackfruit,Colombo,124.78
3/14/2024,Breadfruit,Colombo,149.2
3/14/2024,Taro,Colombo,277.99
3/14/2024,Manioc,Colombo,68.89
3/21/2024,Winged Bean,Colombo,400.28
3/21/2024,Bitter Melon,Colombo,444.43
3/21/2024,Brinjal,Colombo,293.52
3/21/2024,Long Purple Eggplant,Colombo,395.42
3/21/2024,Asiatic Pennywort,Colombo,435.07
3/21/2024,Red Spinach,Colombo,341.01
3/21/2024,Pennywort,Colombo,371.76
3/21/2024,Leeks,Colombo,188.79
3/21/2024,Carrot,Colombo,431.63
3/21/2024,Beetroot,Colombo,217.86
3/21/2024,Cabbage,Colombo,455.84
3/21/2024,Knol-Khol,Colombo,391
3/21/2024,Pumpkin,Colombo,412.34
3/21/2024,Onion,Colombo,179.75
3/21/2024,Potato,Colombo,188.79
3/21/2024,Drumsticks,Colombo,147.55
3/21/2024,Jackfruit,Colombo,241.44
3/21/2024,Breadfruit,Colombo,263.66
3/21/2024,Taro,Colombo,238.89
3/21/2024,Manioc,Colombo,61.72
3/28/2024,Winged Bean,Colombo,443.94
3/28/2024,Bitter Melon,Colombo,326.69
3/28/2024,Brinjal,Colombo,54.78
3/28/2024,Long Purple Eggplant,Colombo,384.41
3/28/2024,Asiatic Pennywort,Colombo,166.91
3/28/2024,Red Spinach,Colombo,441.07
3/28/2024,Pennywort,Colombo,386.22
3/28/2024,Leeks,Colombo,131.31
3/28/2024,Carrot,Colombo,370.98
3/28/2024,Beetroot,Colombo,438.3
3/28/2024,Cabbage,Colombo,140.9
3/28/2024,Knol-Khol,Colombo,391.84
3/28/2024,Pumpkin,Colombo,398.39
3/28/2024,Onion,Colombo,252.33
3/28/2024,Potato,Colombo,55.06
3/28/2024,Drumsticks,Colombo,451.6
3/28/2024,Jackfruit,Colombo,446.57
3/28/2024,Breadfruit,Colombo,191.82
3/28/2024,Taro,Colombo,292.02
3/28/2024,Manioc,Colombo,371.34
4/4/2024,Winged Bean,Colombo,178.26
4/4/2024,Bitter Melon,Colombo,307.66
4/4/2024,Brinjal,Colombo,274.49
4/4/2024,Long Purple Eggplant,Colombo,436.8
4/4/2024,Asiatic Pennywort,Colombo,200.19
4/4/2024,Red Spinach,Colombo,261.12
4/4/2024,Pennywort,Colombo,288.46
4/4/2024,Leeks,Colombo,155.45
4/4/2024,Carrot,Colombo,169.83
4/4/2024,Beetroot,Colombo,173.49
4/4/2024,Cabbage,Colombo,446.98
4/4/2024,Knol-Khol,Colombo,114.8
4/4/2024,Pumpkin,Colombo,463.9
4/4/2024,Onion,Colombo,184.91
4/4/2024,Potato,Colombo,203.53
4/4/2024,Drumsticks,Colombo,148.94
4/4/2024,Jackfruit,Colombo,408.1
4/4/2024,Breadfruit,Colombo,288.48
4/4/2024,Taro,Colombo,99.06
4/4/2024,Manioc,Colombo,116.28
4/11/2024,Winged Bean,Colombo,404.01
4/11/2024,Bitter Melon,Colombo,452.6
4/11/2024,Brinjal,Colombo,133.25
4/11/2024,Long Purple Eggplant,Colombo,220.4
4/11/2024,Asiatic Pennywort,Colombo,328.59
4/11/2024,Red Spinach,Colombo,75.69
4/11/2024,Pennywort,Colombo,300.28
4/11/2024,Leeks,Colombo,158.21
4/11/2024,Carrot,Colombo,478.29
4/11/2024,Beetroot,Colombo,197.6
4/11/2024,Cabbage,Colombo,330.2
4/11/2024,Knol-Khol,Colombo,308.72
4/11/2024,Pumpkin,Colombo,137.04
4/11/2024,Onion,Colombo,325.23
4/11/2024,Potato,Colombo,390.58
4/11/2024,Drumsticks,Colombo,197.55
4/11/2024,Jackfruit,Colombo,424.11
4/11/2024,Breadfruit,Colombo,384.98
4/11/2024,Taro,Colombo,462.61
4/11/2024,Manioc,Colombo,181.83
4/18/2024,Winged Bean,Colombo,449.83
4/18/2024,Bitter Melon,Colombo,179.39
4/18/2024,Brinjal,Colombo,245.81
4/18/2024,Long Purple Eggplant,Colombo,241.45
4/18/2024,Asiatic Pennywort,Colombo,139.38
4/18/2024,Red Spinach,Colombo,319.07
4/18/2024,Pennywort,Colombo,317.42
4/18/2024,Leeks,Colombo,264.27
4/18/2024,Carrot,Colombo,409.89
4/18/2024,Beetroot,Colombo,326.76
4/18/2024,Cabbage,Colombo,169.71
4/18/2024,Knol-Khol,Colombo,241.84
4/18/2024,Pumpkin,Colombo,54.87
4/18/2024,Onion,Colombo,365.27
4/18/2024,Potato,Colombo,391.66
4/18/2024,Drumsticks,Colombo,316.28
4/18/2024,Jackfruit,Colombo,200.67
4/18/2024,Breadfruit,Colombo,284.72
4/18/2024,Taro,Colombo,487.3
4/18/2024,Manioc,Colombo,329.72
4/25/2024,Winged Bean,Colombo,108.41
4/25/2024,Bitter Melon,Colombo,149.98
4/25/2024,Brinjal,Colombo,427.55
4/25/2024,Long Purple Eggplant,Colombo,169.57
4/25/2024,Asiatic Pennywort,Colombo,421.31
4/25/2024,Red Spinach,Colombo,244.78
4/25/2024,Pennywort,Colombo,92.15
4/25/2024,Leeks,Colombo,381.93
4/25/2024,Carrot,Colombo,178.9
4/25/2024,Beetroot,Colombo,140.71
4/25/2024,Cabbage,Colombo,247.02
4/25/2024,Knol-Khol,Colombo,176.58
4/25/2024,Pumpkin,Colombo,347.97
4/25/2024,Onion,Colombo,351.97
4/25/2024,Potato,Colombo,200.1
4/25/2024,Drumsticks,Colombo,446.84
4/25/2024,Jackfruit,Colombo,365.35
4/25/2024,Breadfruit,Colombo,86.14
4/25/2024,Taro,Colombo,186.3
4/25/2024,Manioc,Colombo,458.14
5/2/2024,Winged Bean,Colombo,56.25
5/2/2024,Bitter Melon,Colombo,485.41
5/2/2024,Brinjal,Colombo,342.29
5/2/2024,Long Purple Eggplant,Colombo,285.11
5/2/2024,Asiatic Pennywort,Colombo,329.9
5/2/2024,Red Spinach,Colombo,109.5
5/2/2024,Pennywort,Colombo,360.73
5/2/2024,Leeks,Colombo,173.76
5/2/2024,Carrot,Colombo,69.71
5/2/2024,Beetroot,Colombo,192.12
5/2/2024,Cabbage,Colombo,116.54
5/2/2024,Knol-Khol,Colombo,360.27
5/2/2024,Pumpkin,Colombo,409.63
5/2/2024,Onion,Colombo,384.93
5/2/2024,Potato,Colombo,133.98
5/2/2024,Drumsticks,Colombo,119.86
5/2/2024,Jackfruit,Colombo,95.96
5/2/2024,Breadfruit,Colombo,157.53
5/2/2024,Taro,Colombo,149.87
5/2/2024,Manioc,Colombo,347.83
5/9/2024,Winged Bean,Colombo,146.62
5/9/2024,Bitter Melon,Colombo,75.04
5/9/2024,Brinjal,Colombo,481.96
5/9/2024,Long Purple Eggplant,Colombo,418.45
5/9/2024,Asiatic Pennywort,Colombo,324.64
5/9/2024,Red Spinach,Colombo,61.35
5/9/2024,Pennywort,Colombo,50.4
5/9/2024,Leeks,Colombo,326.39
5/9/2024,Carrot,Colombo,424.33
5/9/2024,Beetroot,Colombo,459.38
5/9/2024,Cabbage,Colombo,187.97
5/9/2024,Knol-Khol,Colombo,492.21
5/9/2024,Pumpkin,Colombo,142.96
5/9/2024,Onion,Colombo,217.13
5/9/2024,Potato,Colombo,179.35
5/9/2024,Drumsticks,Colombo,359.82
5/9/2024,Jackfruit,Colombo,51.38
5/9/2024,Breadfruit,Colombo,267.85
5/9/2024,Taro,Colombo,470.61
5/9/2024,Manioc,Colombo,127.75
5/16/2024,Winged Bean,Colombo,131.98
5/16/2024,Bitter Melon,Colombo,213.97
5/16/2024,Brinjal,Colombo,427.4
5/16/2024,Long Purple Eggplant,Colombo,107.91
5/16/2024,Asiatic Pennywort,Colombo,74.02
5/16/2024,Red Spinach,Colombo,369.5
5/16/2024,Pennywort,Colombo,304.86
5/16/2024,Leeks,Colombo,436.03
5/16/2024,Carrot,Colombo,269.01
5/16/2024,Beetroot,Colombo,164.67
5/16/2024,Cabbage,Colombo,340.92
5/16/2024,Knol-Khol,Colombo,377.98
5/16/2024,Pumpkin,Colombo,246.11
5/16/2024,Onion,Colombo,469.54
5/16/2024,Potato,Colombo,389.87
5/16/2024,Drumsticks,Colombo,484.12
5/16/2024,Jackfruit,Colombo,104.27
5/16/2024,Breadfruit,Colombo,459.8
5/16/2024,Taro,Colombo,387.87
5/16/2024,Manioc,Colombo,323.52
5/23/2024,Winged Bean,Colombo,377.79
5/23/2024,Bitter Melon,Colombo,405.91
5/23/2024,Brinjal,Colombo,284.52
5/23/2024,Long Purple Eggplant,Colombo,56.93
5/23/2024,Asiatic Pennywort,Colombo,123.37
5/23/2024,Red Spinach,Colombo,275.28
5/23/2024,Pennywort,Colombo,200.32
5/23/2024,Leeks,Colombo,431.62
5/23/2024,Carrot,Colombo,130.5
5/23/2024,Beetroot,Colombo,263.18
5/23/2024,Cabbage,Colombo,51.72
5/23/2024,Knol-Khol,Colombo,450.16
5/23/2024,Pumpkin,Colombo,249.74
5/23/2024,Onion,Colombo,342.28
5/23/2024,Potato,Colombo,253.28
5/23/2024,Drumsticks,Colombo,309.87
5/23/2024,Jackfruit,Colombo,467.27
5/23/2024,Breadfruit,Colombo,244.4
5/23/2024,Taro,Colombo,299.08
5/23/2024,Manioc,Colombo,62.67
5/30/2024,Winged Bean,Colombo,150.86
5/30/2024,Bitter Melon,Colombo,344.62
5/30/2024,Brinjal,Colombo,184.78
5/30/2024,Long Purple Eggplant,Colombo,318.72
5/30/2024,Asiatic Pennywort,Colombo,292.98
5/30/2024,Red Spinach,Colombo,241.46
5/30/2024,Pennywort,Colombo,377.78
5/30/2024,Leeks,Colombo,269.84
5/30/2024,Carrot,Colombo,64.51
5/30/2024,Beetroot,Colombo,229.61
5/30/2024,Cabbage,Colombo,399.17
5/30/2024,Knol-Khol,Colombo,375.71
5/30/2024,Pumpkin,Colombo,268.09
5/30/2024,Onion,Colombo,380.03
5/30/2024,Potato,Colombo,485.03
5/30/2024,Drumsticks,Colombo,110.33
5/30/2024,Jackfruit,Colombo,146.62
5/30/2024,Breadfruit,Colombo,174.6
5/30/2024,Taro,Colombo,69.94
5/30/2024,Manioc,Colombo,121.01
6/6/2024,Winged Bean,Colombo,242.68
6/6/2024,Bitter Melon,Colombo,279.36
6/6/2024,Brinjal,Colombo,152.34
6/6/2024,Long Purple Eggplant,Colombo,336.69
6/6/2024,Asiatic Pennywort,Colombo,212.91
6/6/2024,Red Spinach,Colombo,72.73
6/6/2024,Pennywort,Colombo,465.82
6/6/2024,Leeks,Colombo,195.35
6/6/2024,Carrot,Colombo,130.88
6/6/2024,Beetroot,Colombo,112.57
6/6/2024,Cabbage,Colombo,478.23
6/6/2024,Knol-Khol,Colombo,264.97
6/6/2024,Pumpkin,Colombo,157.4
6/6/2024,Onion,Colombo,372.37
6/6/2024,Potato,Colombo,456.45
6/6/2024,Drumsticks,Colombo,432.95
6/6/2024,Jackfruit,Colombo,255.6
6/6/2024,Breadfruit,Colombo,361.84
6/6/2024,Taro,Colombo,467.84
6/6/2024,Manioc,Colombo,148.23
6/13/2024,Winged Bean,Colombo,478.6
6/13/2024,Bitter Melon,Colombo,126.97
